COST CARR;D1;D1 TITLE;Product Stream;SU;SU TITLE;KU;KU TITLE;KU STATUS;RESP DEPT;PSSNO;PSS NAME;ART no;ART name;CMNO;CM NAME;FGRP;FGRP NAME;POS;PARTNO;PARTNO SUFF;PART NAME;DONOR;SYS PARTS/ CAR;Product Module
SPAG2 ;303991;ELECTRIC PROPULSION ;ELECTRIC PROPULSION ;303992;BATTERY STRUCTURAL HARDWARE ;325000;Battery structural hardware ;CANCE ;30770;840;ART BATTERY STRUCTURAL HARDWARE ;840;BATTERY STRUCTURAL HARDWARE ;2;P8 US Inscription 7 seats;3113;HV BATTERY ;55;32299180;000 ;TOUCH PROTECTION BDU PLUS;MBOM ;1.0;High Voltage Storage 
SPAG2 ;303991;ELECTRIC PROPULSION ;ELECTRIC PROPULSION ;303992;BATTERY STRUCTURAL HARDWARE ;325000;Battery structural hardware ;CANCE ;30770;840;ART BATTERY STRUCTURAL HARDWARE ;840;BATTERY STRUCTURAL HARDWARE ;2;P8 US Inscription 7 seats;3113;HV BATTERY ;55;32299179;000 ;BRACKET PLASTIC COVER MIN;MBOM ;1.0;High Voltage Storage 
SPAG2 ;303991;ELECTRIC PROPULSION ;ELECTRIC PROPULSION ;303992;BATTERY STRUCTURAL HARDWARE ;325000;Battery structural hardware ;CANCE ;30770;840;ART BATTERY STRUCTURAL HARDWARE ;840;BATTERY STRUCTURAL HARDWARE ;2;P8 US Inscription 7 seats;3113;HV BATTERY ;55;32299178;000 ;BRACKET COVER PLUS ;MBOM ;1.0;High Voltage Storage 
SPAG2 ;303991;ELECTRIC PROPULSION ;ELECTRIC PROPULSION ;303992;BATTERY STRUCTURAL HARDWARE ;325000;Battery structural hardware ;CANCE ;30770;840;ART BATTERY STRUCTURAL HARDWARE ;840;BATTERY STRUCTURAL HARDWARE ;2;P8 US Inscription 7 seats;3113;HV BATTERY ;49;32299172;000 ;CONNECTOR KS22-CLASS 5 LO;MBOM ;1.0;High Voltage Storage 
SPAG2 ;303991;ELECTRIC PROPULSION ;ELECTRIC PROPULSION ;303992;BATTERY STRUCTURAL HARDWARE ;325000;Battery structural hardware ;CANCE ;30770;840;ART BATTERY STRUCTURAL HARDWARE ;840;BATTERY STRUCTURAL HARDWARE ;2;P8 US Inscription 7 seats;3113;HV BATTERY ;56;32299171;000 ;CONNECTOR KS22-CLASS 4 LO;MBOM ;1.0;High Voltage Storage 
SPAG2 ;303991;ELECTRIC PROPULSION ;ELECTRIC PROPULSION ;303992;BATTERY STRUCTURAL HARDWARE ;325000;Battery structural hardware ;CANCE ;30770;840;ART BATTERY STRUCTURAL HARDWARE ;840;BATTERY STRUCTURAL HARDWARE ;2;P8 US Inscription 7 seats;3113;HV BATTERY ;46;32299126;000 ;TRAY HV BATTERY ;MBOM ;1.0;High Voltage Storage 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;220;32297918;000 ;BRACKET BRAKE HOSE RH ;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;220;32297917;000 ;BRACKET BRAKE HOSE LH ;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;220;32297914;000 ;BRACKET FENDER CARRIER RH;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;220;32297913;000 ;BRACKET FENDER CARRIER LH;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;220;32297888;000 ;REINFORCEMENT SUBFRAME FR;MBOM ;1.0;Body Structure 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;307274;Hood and fender systems ;DECID ;93520;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;2;P8 US Inscription 7 seats;8213;BONNET LOCK ;10;32297822;000 ;SLIDING STRIKER RH ;MBOM ;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;307274;Hood and fender systems ;DECID ;93520;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;2;P8 US Inscription 7 seats;8213;BONNET LOCK ;10;32297821;000 ;SLIDING STRIKER LH ;MBOM ;1.0;Exterior Front & Rear 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280381;Front floor ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8112;FLOOR,CENTRE ;330;32297789;000 ;SILL MEMBER EXTRUSION RH ;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280381;Front floor ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8112;FLOOR,CENTRE ;330;32297788;000 ;SILL MEMBER EXTRUSION LH ;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280381;Front floor ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8112;FLOOR,CENTRE ;330;32297785;000 ;SILL INNER RH ;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280381;Front floor ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8112;FLOOR,CENTRE ;330;32297784;000 ;SILL INNER LH ;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280381;Front floor ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8112;FLOOR,CENTRE ;310;32297781;000 ;CROSSMEMBER FRONT SEAT RE;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280381;Front floor ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8112;FLOOR,CENTRE ;310;32297773;000 ;ATTACHMENT FRONT FR SEAT ;MBOM ;4.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280381;Front floor ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8112;FLOOR,CENTRE ;310;32297770;000 ;BULKHEAD LOWER A-PILLAR I;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280381;Front floor ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8112;FLOOR,CENTRE ;310;32297769;000 ;BULKHEAD LOWER A-PILLAR I;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280381;Front floor ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8112;FLOOR,CENTRE ;310;32297764;000 ;A-PILLAR INNER LOWER RH ;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280381;Front floor ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8112;FLOOR,CENTRE ;310;32297763;000 ;A-PILLAR INNER LOWER LH ;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280381;Front floor ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8112;FLOOR,CENTRE ;310;32297758;000 ;REINFORCEMENT IP RH ;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280381;Front floor ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8112;FLOOR,CENTRE ;310;32297757;000 ;REINFORCEMENT IP LH ;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;250;32297712;000 ;CRASH BOX RH ;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;250;32297711;000 ;CRASH BOX LH ;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;250;32297707;000 ;BUMPER BEAM FRONT ;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;240;32297699;000 ;BRACKET IP SUPPORT COWL R;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;240;32297698;000 ;BRACKET IP SUPPORT COWL L;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;240;32297689;000 ;COWL LOWER ;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;240;32297688;000 ;COWL UPPER ;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;200;32297640;000 ;DASH LOWER OUTER LH ;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;210;32297631;000 ;NUT PLATE SUBFRAME FRONT ;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;210;32297630;000 ;NUT PLATE SUBFRAME FRONT ;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;200;32297629;000 ;CROSSMEMBER DASH UPPER LO;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;200;32297618;000 ;PANEL HVAC HIGH CPL LH ;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;200;32297616;000 ;PANEL BOOSTER MOUNTING HI;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280381;Front floor ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8112;FLOOR,CENTRE ;310;32297609;000 ;A-PILLAR INNER LOWER LOWE;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280381;Front floor ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8112;FLOOR,CENTRE ;310;32297608;000 ;A-PILLAR INNER LOWER LOWE;MBOM ;1.0;Body Structure 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;280390;Front trim ;DECID ;93530;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;2;P8 US Inscription 7 seats;8217;;30;32297607;000 ;TOP COVER LAMP ADJUSTMENT;MBOM ;2.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280346;Cockpit trim parts ;DECID ;93350;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;2;P8 US Inscription 7 seats;8810;DASHBOARD ;100;32297603;000 ;DECOR,LIGHT ASH PASSENGER;MBOM ;1.0;Interior Room 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280346;Cockpit trim parts ;DECID ;93350;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;2;P8 US Inscription 7 seats;8810;DASHBOARD ;100;32297593;000 ;DECOR,LIGHT ASH DRIVER ;MBOM ;1.0;Interior Room 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;307274;Hood and fender systems ;DECID ;93520;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;2;P8 US Inscription 7 seats;8250;FRONT FENDER ;10;32297548;000 ;FRONT FENDER RH ;MBOM ;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;307274;Hood and fender systems ;DECID ;93520;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;2;P8 US Inscription 7 seats;8250;FRONT FENDER ;10;32297547;000 ;FRONT FENDER LH ;MBOM ;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;307274;Hood and fender systems ;DECID ;93520;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;2;P8 US Inscription 7 seats;8210;BONNET ;10;32297538;000 ;HOOD ;MBOM ;1.0;Exterior Front & Rear 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;220;32297528;000 ;COVER PANEL FRONT RH ;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;210;32297525;000 ;BRACKET BATTERY ;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;210;32297523;000 ;BRACKET MDB ;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;200;32297522;000 ;REINFORCEMENT LH CROSSMBR;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;200;32297521;000 ;CROSSMEMBER DASH UPPER CE;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;200;32297520;000 ;CROSSMEMBER DASH UPPER RH;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;200;32297519;000 ;CROSSMEMBER DASH UPPER LH;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;200;32297518;000 ;REINFORCEM, ATTACHMENT IP;MBOM ;1.0;Body Structure 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;307274;Hood and fender systems ;DECID ;93520;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;2;P8 US Inscription 7 seats;8250;FRONT FENDER ;10;32297509;000 ;BRACKET FENDER CARRIER RH;MBOM ;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;307274;Hood and fender systems ;DECID ;93520;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;2;P8 US Inscription 7 seats;8250;FRONT FENDER ;10;32297508;000 ;BRACKET FENDER CARRIER LH;MBOM ;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;307274;Hood and fender systems ;DECID ;93520;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;2;P8 US Inscription 7 seats;8250;FRONT FENDER ;10;32297507;000 ;FENDER CARRIER RH ;MBOM ;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;307274;Hood and fender systems ;DECID ;93520;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;2;P8 US Inscription 7 seats;8250;FRONT FENDER ;10;32297506;000 ;FENDER CARRIER LH ;MBOM ;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;307274;Hood and fender systems ;DECID ;93520;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;2;P8 US Inscription 7 seats;8240;FRONT SECTION ;10;32297504;000 ;CROSSMEMBER TO BUMPER ;MBOM ;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;307274;Hood and fender systems ;DECID ;93520;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;2;P8 US Inscription 7 seats;8240;FRONT SECTION ;10;32297500;000 ;FRONT CARRIER RH ;MBOM ;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;307274;Hood and fender systems ;DECID ;93520;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;2;P8 US Inscription 7 seats;8240;FRONT SECTION ;10;32297499;000 ;FRONT CARRIER LH ;MBOM ;1.0;Exterior Front & Rear 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;200;32297498;000 ;ATTACHMENT IP CENTER FRON;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;200;32297497;000 ;ATTACHMENT IP FIXING ;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;200;32297496;000 ;ATTACHMENT IP CENTER UPPE;MBOM ;1.0;Body Structure 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;2;P8 US Inscription 7 seats;8111;FLOOR,FRONT ;200;32297495;000 ;ATTACHMENT IP CENTER UPPE;MBOM ;1.0;Body Structure 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280347;Cockpit functional parts ;DECID ;93350;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;2;P8 US Inscription 7 seats;8825;CASING/COMPARTMENT ;46;32297427;000 ;AIR DUCT TUNNEL REAR ;MBOM ;1.0;Interior Room 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280347;Cockpit functional parts ;DECID ;93350;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;2;P8 US Inscription 7 seats;8810;DASHBOARD ;25;32297421;000 ;AIR DUCT FLOOR PASSENGER ;MBOM ;1.0;Interior Room 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280347;Cockpit functional parts ;DECID ;93350;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;2;P8 US Inscription 7 seats;8810;DASHBOARD ;25;32297419;000 ;AIR DUCT FLOOR DRIVER ;MBOM ;1.0;Interior Room 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280347;Cockpit functional parts ;DECID ;93350;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;2;P8 US Inscription 7 seats;8810;DASHBOARD ;25;32297417;000 ;AIR DUCT CENTRE PASSENGER;MBOM ;1.0;Interior Room 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280347;Cockpit functional parts ;DECID ;93350;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;2;P8 US Inscription 7 seats;8810;DASHBOARD ;25;32297415;000 ;AIR DUCT CENTRE DRIVER ;MBOM ;1.0;Interior Room 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280347;Cockpit functional parts ;DECID ;93350;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;2;P8 US Inscription 7 seats;8810;DASHBOARD ;25;32297413;000 ;AIR DUCT OUTER PASSENGER ;MBOM ;1.0;Interior Room 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280347;Cockpit functional parts ;DECID ;93350;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;2;P8 US Inscription 7 seats;8810;DASHBOARD ;25;32297411;000 ;AIR DUCT OUTER DRIVER ;MBOM ;1.0;Interior Room 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;307274;Hood and fender systems ;DECID ;93520;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;2;P8 US Inscription 7 seats;8240;FRONT SECTION ;10;32297162;000 ;SUPPORT BRACKET FRONT UND;MBOM ;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;307274;Hood and fender systems ;DECID ;93520;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;2;P8 US Inscription 7 seats;8240;FRONT SECTION ;10;32297161;000 ;SUPPORT BRACKET FRONT UND;MBOM ;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;307274;Hood and fender systems ;DECID ;93520;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;2;P8 US Inscription 7 seats;8213;BONNET LOCK ;35;32297154;000 ;HOOD RELEASE CABLE FRONT ;MBOM ;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;307274;Hood and fender systems ;DECID ;93520;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;2;P8 US Inscription 7 seats;8213;BONNET LOCK ;35;32297152;000 ;HOOD RELEASE CABLE REAR ;MBOM ;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;307274;Hood and fender systems ;DECID ;93520;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;2;P8 US Inscription 7 seats;8213;BONNET LOCK ;10;32297149;000 ;SAFETY CATCH HANDLE ;MBOM ;1.0;Exterior Front & Rear 
